pair_id,targetA.tStart,targetA.frameNStart,targetA.tEnd,targetA.frameNEnd,targetB.tStart,targetB.frameNStart,targetB.tEnd,targetB.frameNEnd,response,response_type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fixateStartTime,fixateDuration,targetStartTime,targetDuration,colour1,colour2,participant,session,date,expName,psychopyVersion,OS,frameRate
82,0.5,30,1,60,0.5,30,1,60,1,similarity,0,86,86,81,1,0.25,0.25,0.5,0.5,#4b488e,#db8b08,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
42,0.5,30,1.001,60,0.5,30,1.001,60,5,similarity,0,87,87,41,1,0.25,0.25,0.5,0.5,#a03663,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
53,0.514,31,1.016,61,0.514,31,1.016,61,7,similarity,0,88,88,52,1,0.25,0.25,0.5,0.5,#4b488e,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
100,0.501,30,1,60,0.501,30,1,60,1,similarity,0,89,89,99,1,0.25,0.25,0.5,0.5,#005692,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
68,0.512,31,1.013,61,0.512,31,1.013,61,4,similarity,0,90,90,67,1,0.25,0.25,0.5,0.5,#c7512c,#d2b700,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
24,0.516,31,1.014,61,0.516,31,1.014,61,5,similarity,0,91,91,23,1,0.25,0.25,0.5,0.5,#c7512c,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
16,0.5,30,1,60,0.5,30,1,60,2,similarity,0,92,92,15,1,0.25,0.25,0.5,0.5,#db8b08,#4b488e,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
113,0.5,30,1.015,61,0.5,30,1.015,61,6,similarity,0,93,93,112,1,0.25,0.25,0.5,0.5,#005692,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
132,0.501,30,1.001,60,0.501,30,1.001,60,6,similarity,0,94,94,131,1,0.25,0.25,0.5,0.5,#9aa400,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
109,0.5,30,1,60,0.5,30,1,60,2,similarity,0,95,95,108,1,0.25,0.25,0.5,0.5,#007b75,#a03663,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
119,0.515,30,1.013,60,0.515,30,1.013,60,7,similarity,0,96,96,118,1,0.25,0.25,0.5,0.5,#006a8b,#4b488e,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
27,0.5,30,1,60,0.5,30,1,60,1,similarity,0,97,97,26,1,0.25,0.25,0.5,0.5,#c7512c,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
87,0.516,31,1.014,61,0.516,31,1.014,61,6,similarity,0,98,98,86,1,0.25,0.25,0.5,0.5,#9aa400,#db8b08,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
61,0.517,31,1,60,0.517,31,1,60,7,similarity,0,99,99,60,1,0.25,0.25,0.5,0.5,#006a8b,#007b75,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
67,0.506,28,1.016,59,0.506,28,1.016,59,7,similarity,0,100,100,66,1,0.25,0.25,0.5,0.5,#db8b08,#d2b700,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
1,0.516,31,1.015,61,0.516,31,1.015,61,6,similarity,0,101,101,0,1,0.25,0.25,0.5,0.5,#d2b700,#db8b08,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
76,0.515,31,1.015,61,0.515,31,1.015,61,2,similarity,0,102,102,75,1,0.25,0.25,0.5,0.5,#008a52,#d2b700,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
44,0.502,30,1.001,60,0.502,30,1.001,60,1,similarity,0,103,103,43,1,0.25,0.25,0.5,0.5,#a03663,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
39,0.501,30,1.001,60,0.501,30,1.001,60,7,similarity,0,104,104,38,1,0.25,0.25,0.5,0.5,#a03663,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
95,0.5,30,1,60,0.5,30,1,60,2,similarity,0,105,105,94,1,0.25,0.25,0.5,0.5,#008a52,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
101,0.516,31,1.016,61,0.516,31,1.016,61,2,similarity,0,106,106,100,1,0.25,0.25,0.5,0.5,#006a8b,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
121,0.501,30,1,60,0.501,30,1,60,5,similarity,0,107,107,120,1,0.25,0.25,0.5,0.5,#008a52,#4b488e,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
115,0.513,31,1.014,61,0.513,31,1.014,61,5,similarity,0,108,108,114,1,0.25,0.25,0.5,0.5,#007b75,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
52,0.512,30,1,60,0.512,30,1,60,7,similarity,0,109,109,51,1,0.25,0.25,0.5,0.5,#4b488e,#005692,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
30,0.514,31,1.013,61,0.514,31,1.013,61,3,similarity,0,110,110,29,1,0.25,0.25,0.5,0.5,#c7512c,#9aa400,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
130,0.5,30,1,60,0.5,30,1,60,6,similarity,0,111,111,129,1,0.25,0.25,0.5,0.5,#008a52,#007b75,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
15,0.5,30,1.017,61,0.5,30,1.017,61,1,similarity,0,112,112,14,1,0.25,0.25,0.5,0.5,#db8b08,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
92,0.502,30,1.001,60,0.502,30,1.001,60,2,similarity,0,113,113,91,1,0.25,0.25,0.5,0.5,#005692,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
10,0.503,30,1.003,60,0.503,30,1.003,60,2,similarity,0,114,114,9,1,0.25,0.25,0.5,0.5,#d2b700,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
17,0.516,31,1.015,61,0.516,31,1.015,61,1,similarity,0,115,115,16,1,0.25,0.25,0.5,0.5,#db8b08,#005692,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
114,0.5,30,1.002,60,0.5,30,1.002,60,6,similarity,0,116,116,113,1,0.25,0.25,0.5,0.5,#006a8b,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
98,0.501,30,1.017,61,0.501,30,1.017,61,6,similarity,0,117,117,97,1,0.25,0.25,0.5,0.5,#753a7a,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
111,0.502,30,1.002,60,0.502,30,1.002,60,3,similarity,0,118,118,110,1,0.25,0.25,0.5,0.5,#9aa400,#a03663,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
91,0.5,30,1.015,61,0.5,30,1.015,61,0,similarity,0,119,119,90,1,0.25,0.25,0.5,0.5,#4b488e,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
129,0.515,31,1.016,61,0.515,31,1.016,61,2,similarity,0,120,120,128,1,0.25,0.25,0.5,0.5,#9aa400,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
59,0.52,31,1.016,61,0.52,31,1.016,61,6,similarity,0,121,121,58,1,0.25,0.25,0.5,0.5,#005692,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
116,0.5,30,1,60,0.5,30,1,60,2,similarity,0,122,122,115,1,0.25,0.25,0.5,0.5,#008a52,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
2,0.516,31,1.016,61,0.516,31,1.016,61,5,similarity,0,123,123,1,1,0.25,0.25,0.5,0.5,#d2b700,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
62,0.503,30,1.013,61,0.503,30,1.013,61,5,similarity,0,124,124,61,1,0.25,0.25,0.5,0.5,#006a8b,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
90,0.501,30,1.001,60,0.501,30,1.001,60,5,similarity,0,125,125,89,1,0.25,0.25,0.5,0.5,#753a7a,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
78,0.514,31,1.021,61,0.514,31,1.021,61,6,similarity,0,126,126,77,1,0.25,0.25,0.5,0.5,#c7512c,#db8b08,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
117,0.517,31,1.014,61,0.517,31,1.014,61,2,similarity,0,127,127,116,1,0.25,0.25,0.5,0.5,#9aa400,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
22,0.501,30,1.001,60,0.501,30,1.001,60,7,similarity,0,128,128,21,1,0.25,0.25,0.5,0.5,#c7512c,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
14,0.5,30,1,60,0.5,30,1,60,4,similarity,0,129,129,13,1,0.25,0.25,0.5,0.5,#db8b08,#a03663,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
103,0.516,31,1,61,0.516,31,1,61,1,similarity,0,130,130,102,1,0.25,0.25,0.5,0.5,#008a52,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
23,0.516,31,1,60,0.516,31,1,60,7,similarity,0,131,131,22,1,0.25,0.25,0.5,0.5,#c7512c,#a03663,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
35,0.511,31,1.011,61,0.511,31,1.011,61,1,preference,0,0,0,34,1,0.25,0.25,0.5,0.5,#c13547,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
72,0.5,30,1,60,0.5,30,1,60,2,preference,0,1,1,71,1,0.25,0.25,0.5,0.5,#4b488e,#d2b700,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
24,0.518,31,1.001,60,0.518,31,1.001,60,5,preference,0,2,2,23,1,0.25,0.25,0.5,0.5,#c7512c,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
131,0.515,31,1,60,0.515,31,1,60,5,preference,0,3,3,130,1,0.25,0.25,0.5,0.5,#9aa400,#007b75,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
119,0.5,30,1.015,61,0.5,30,1.015,61,5,preference,0,4,4,118,1,0.25,0.25,0.5,0.5,#006a8b,#4b488e,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
127,0.5,30,1.001,60,0.5,30,1.001,60,2,preference,0,5,5,126,1,0.25,0.25,0.5,0.5,#007b75,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
88,0.513,31,1.014,61,0.513,31,1.014,61,2,preference,0,6,6,87,1,0.25,0.25,0.5,0.5,#c13547,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
85,0.501,30,1.002,60,0.501,30,1.002,60,1,preference,0,7,7,84,1,0.25,0.25,0.5,0.5,#007b75,#db8b08,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
121,0.515,31,1,60,0.515,31,1,60,3,preference,0,8,8,120,1,0.25,0.25,0.5,0.5,#008a52,#4b488e,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
9,0.513,31,1.014,61,0.513,31,1.014,61,6,preference,0,9,9,8,1,0.25,0.25,0.5,0.5,#d2b700,#007b75,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
31,0.511,31,1.011,60,0.511,31,1.011,60,5,preference,0,10,10,30,1,0.25,0.25,0.5,0.5,#c13547,#a03663,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
73,0.5,30,1,60,0.5,30,1,60,6,preference,0,11,11,72,1,0.25,0.25,0.5,0.5,#005692,#d2b700,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
118,0.515,31,1.014,61,0.515,31,1.014,61,7,preference,0,12,12,117,1,0.25,0.25,0.5,0.5,#005692,#4b488e,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
12,0.516,31,1.017,61,0.516,31,1.017,61,5,preference,0,13,13,11,1,0.25,0.25,0.5,0.5,#db8b08,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
84,0.5,30,1,60,0.5,30,1,60,4,preference,0,14,14,83,1,0.25,0.25,0.5,0.5,#006a8b,#db8b08,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
100,0.517,31,1,60,0.517,31,1,60,7,preference,0,15,15,99,1,0.25,0.25,0.5,0.5,#005692,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
116,0.516,31,1,60,0.516,31,1,60,5,preference,0,16,16,115,1,0.25,0.25,0.5,0.5,#008a52,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
2,0.5,30,1,60,0.5,30,1,60,6,preference,0,17,17,1,1,0.25,0.25,0.5,0.5,#d2b700,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
108,0.501,30,1.015,61,0.501,30,1.015,61,6,preference,0,18,18,107,1,0.25,0.25,0.5,0.5,#006a8b,#a03663,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
71,0.501,30,1.001,60,0.501,30,1.001,60,1,preference,0,19,19,70,1,0.25,0.25,0.5,0.5,#753a7a,#d2b700,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
4,0.513,31,1.015,61,0.513,31,1.015,61,6,preference,0,20,20,3,1,0.25,0.25,0.5,0.5,#d2b700,#a03663,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
87,0.516,31,1.001,60,0.516,31,1.001,60,5,preference,0,21,21,86,1,0.25,0.25,0.5,0.5,#9aa400,#db8b08,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
8,0.503,30,1.002,60,0.503,30,1.002,60,6,preference,0,22,22,7,1,0.25,0.25,0.5,0.5,#d2b700,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
93,0.502,30,1.011,60,0.502,30,1.011,60,7,preference,0,23,23,92,1,0.25,0.25,0.5,0.5,#006a8b,#c7512c,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
123,0.514,31,1.018,61,0.514,31,1.018,61,2,preference,0,24,24,122,1,0.25,0.25,0.5,0.5,#006a8b,#005692,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
5,0.504,30,1.001,60,0.504,30,1.001,60,6,preference,0,25,25,4,1,0.25,0.25,0.5,0.5,#d2b700,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
40,0.501,30,1.001,60,0.501,30,1.001,60,2,preference,0,26,26,39,1,0.25,0.25,0.5,0.5,#a03663,#4b488e,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
42,0.526,31,1.014,60,0.526,31,1.014,60,1,preference,0,27,27,41,1,0.25,0.25,0.5,0.5,#a03663,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
21,0.5,30,1.001,60,0.5,30,1.001,60,2,preference,0,28,28,20,1,0.25,0.25,0.5,0.5,#db8b08,#9aa400,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
53,0.501,30,1,60,0.501,30,1,60,1,preference,0,29,29,52,1,0.25,0.25,0.5,0.5,#4b488e,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
101,0.501,30,1.018,61,0.501,30,1.018,61,6,preference,0,30,30,100,1,0.25,0.25,0.5,0.5,#006a8b,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
55,0.5,30,1.002,60,0.5,30,1.002,60,5,preference,0,31,31,54,1,0.25,0.25,0.5,0.5,#4b488e,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
61,0.516,31,1,60,0.516,31,1,60,4,preference,0,32,32,60,1,0.25,0.25,0.5,0.5,#006a8b,#007b75,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
113,0.517,31,1.016,61,0.517,31,1.016,61,6,preference,0,33,33,112,1,0.25,0.25,0.5,0.5,#005692,#753a7a,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
46,0.515,31,1,60,0.515,31,1,60,3,preference,0,34,34,45,1,0.25,0.25,0.5,0.5,#753a7a,#4b488e,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
48,0.5,29,1.001,59,0.5,29,1.001,59,2,preference,0,35,35,47,1,0.25,0.25,0.5,0.5,#753a7a,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
70,0.516,31,1,60,0.516,31,1,60,1,preference,0,36,36,69,1,0.25,0.25,0.5,0.5,#a03663,#d2b700,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
29,0.515,31,1.015,61,0.515,31,1.015,61,5,preference,0,37,37,28,1,0.25,0.25,0.5,0.5,#c7512c,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
104,0.501,30,1,60,0.501,30,1,60,6,preference,0,38,38,103,1,0.25,0.25,0.5,0.5,#9aa400,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
18,0.5,30,1.017,61,0.5,30,1.017,61,5,preference,0,39,39,17,1,0.25,0.25,0.5,0.5,#db8b08,#006a8b,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
13,0.517,31,1.018,61,0.517,31,1.018,61,5,preference,0,40,40,12,1,0.25,0.25,0.5,0.5,#db8b08,#c13547,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
50,0.5,30,1,60,0.5,30,1,60,2,preference,0,41,41,49,1,0.25,0.25,0.5,0.5,#753a7a,#008a52,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
107,0.5,30,1.015,61,0.5,30,1.015,61,6,preference,0,42,42,106,1,0.25,0.25,0.5,0.5,#005692,#a03663,784297,001,2024-06-27_23h28.32.312,kana_colourPreferenceQualia,2022.2.5,Win32,60.0240096
